timestamp,text
0:00,Transcript
0:01,what is going on guys welcome back in
0:03,this video today we're going to learn
0:05,about a Linux tool called Ranger which
0:07,is a terminal based file manager and it
0:08,can be especially interesting for those
0:10,of you guys who enjoy using vim and
0:12,other terminal tools so let us get right
0:14,into
0:21,[Music]
0:23,it all right so we're going to take a
0:25,look at Ranger which is as I already
0:27,mentioned a Linux terminal based file
0:29,manager so a file manager that does not
0:31,work with a graphical user interface but
0:32,that works purely in the terminal in the
0:35,command line and the great thing about
0:36,these terminal tools and command line
0:38,tools is that they often times have a
0:40,rich set of keybinds which in the
0:42,beginning is very confusing but once you
0:44,get used to it it can massively speed up
0:47,your workflow and the best example for
0:49,this is of course Vim I have a lot of
0:51,videos on this channel about Vim about
0:53,neovim why you should use it how it
0:54,works and how you should use it how to
0:56,configure it and stuff like this and
0:59,Ranger is basically a Vim like file
1:00,manager in the command line you could
1:02,say a lot of the key binds are quite
1:04,similar and this is what we're going to
1:06,explore in this video today now the
1:08,first thing you want to do is you want
1:09,to open up a command line and you want
1:11,to install it using your package manager
1:13,so on Debian based distributions this is
1:17,pseudo app install and then Ranger in my
1:19,case this is already installed so you're
1:20,not going to see any changes being made
1:23,here uh and once you have this installed
1:25,what you can do is you can navigate to a
1:27,directory that you want to explore in my
1:29,case I have prepared here a ranger
1:30,tutorial directory so that I don't have
1:34,to uh go through my personal files here
1:36,so I'm going to go to desktop I'm going
1:39,to go to Ranger tutorial and here I can
1:42,just run the command Ranger and what you
1:45,will see here is that I have this uh
1:46,file manager here and I can go back to
1:48,the desktop and what you can see is that
1:51,you already have um a structure here you
1:54,can go through the directories on the
1:55,left side you can see the Parent
1:57,Directory on the right side you can see
1:59,a preview of what is contained in the
2:01,directory that you going to go into so
2:03,desktop for example and then you can go
2:05,into desktop then I have here Ranger
2:07,tutorial and then I have directory 1 2 3
2:09,and then I have some directories in here
2:12,as well so I can navigate through this
2:14,now one very simple way to do that is to
2:16,just use the arrow keys now this is of
2:18,course not the Vim like way to do it but
2:19,you can just use the arrow keys right to
2:22,go into something left to go back uh up
2:25,and down to just you know go up and down
2:28,um but you can also do that with enter
2:30,you can use enter to enter a direct Dory
2:32,or this is now the Vim like way is you
2:36,can use JK uh l and H so L to go into a
2:40,directory K to go up J to go down and H
2:44,to go back basically so l h to go parent
2:48,and subdirectory and then um K and J to
2:51,go up and down um but again you can also
2:53,use just the arrow keys if you want to
2:56,so basically the same as them so for
2:58,this video today I have prepared a
2:59,couple of key binds that I want to show
3:01,you you guys this list is by no means
3:04,complete so I just want to show a couple
3:05,of interesting key binds that I've
3:07,prepared here but of course the list
3:09,goes on and there are many more things
3:11,that you can do with Ranger now one very
3:13,simple thing is you can use Q to quit so
3:15,you can just use q and then you're out
3:18,of Ranger and you don't have to uh use
3:20,something like uh inm colon Q or
3:22,something like this you can just press q
3:25,and you're out of Ranger um you can also
3:28,use r or capital r to reload a directory
3:30,so if you want to reload the content
3:32,manually you can just use uppercase R
3:34,and it will reload the content off the
3:37,directory um now maybe so that we can
3:38,see we can work with something we're
3:40,going to go into a directory and when
3:42,you're inside of a directory here what
3:44,you can do is you can create new files
3:46,by just using basic commands like touch
3:48,or you can use uh make directory to make
3:50,a new directory and you do that by using
3:52,the colon which is very similar to Vim
3:55,so you just use colon uh and then you
4:00,type touch for example test.txt
4:02,and this creates now a new text file and
4:03,I can do the same thing with make
4:07,directory MK deer um my directory here
4:10,like this and then I have these new U
4:13,yeah file and directory created here and
4:14,what you can do with a file is you can
4:17,just press enter to open it in your
4:18,default editor in my case now this is
4:20,neovim I can write something like Hello
4:22,World here
4:25,um and then basically I have the content
4:27,here hello world which is also displayed
4:29,here as a preview so that is one way to
4:31,open a file now maybe you don't want to
4:33,use Vim you want to use something else
4:34,and what you can do in this case is you
4:36,can use the r key which is basically an
4:39,open withth so open with basically
4:43,meaning open with another uh editor so
4:45,for example if I press one I don't know
4:48,actually what one is uh but but you for
4:50,PDF files for example if you have a PDF
4:52,file I can create one even though it's
4:56,not going to be valid so test.pdf for
4:59,example I can just uh press enter and in
5:00,my case now this is going to of course
5:02,say it's unreadable but you can see it
5:06,opens up document viewer if I go with r
5:08,uh I can choose also different PDF
5:09,editors that I have for example I can
5:13,use one to open up ocular uh but ocular
5:14,of course is also going to have trouble
5:16,displaying the content of this file
5:18,because it's just an empty PDF file and
5:21,actually it seems like it crashes no it
5:24,doesn't crash um yeah so this is one
