timestamp,text
Intro,Transcript
"Welcome to Tampa, Florida, a city where",0:00
"you can ride a roller coaster, eat a",0:02
"Cuban sandwich, and spot a wild chicken",0:04
"in the streets, all before lunch. This",0:06
"is where I live. And in this video, I'm",0:09
going to show you around just a little,0:10
"bit, and break down everything you need",0:12
"to know to plan the perfect Tampa trip,",0:14
"including how to get here, how to get",0:16
"around, where to stay, what to eat, and",0:17
"of course, some of the best things to do",0:20
in and around the city. Let's go.,0:22
0:26,Tampa Airport
0:28,"If you're flying in, well, you're in"
0:30,luck because Tampa International Airport
0:32,is consistently ranked as one of the
0:34,"best airports in the country. Yeah, the"
0:36,whole country. And I really strongly
0:39,agree. This is a great airport and it's
0:41,kind of a big point of local pride
0:43,around here. We love this airport around
0:46,here. It's just about 15 to 20 minutes
0:47,"or so, give or take, depending on"
0:50,traffic from downtown. And it's
0:52,shockingly efficient. like you're off
0:54,"the plane, you've grabbed your luggage,"
0:56,and you're in your Uber in under 20
0:58,"minutes, efficient. And if you think I'm"
1:00,"exaggerating, I'm really not. This is"
1:02,easily one of the best designed airports
1:03,"in the world. And it's really, really"
1:05,easy to navigate quickly and find your
1:07,"way around. And if you're here, don't"
1:09,forget to say hi to Phoebe the Flamingo
1:11,while you're here. This incredible
1:12,sculpture right here in the main
1:14,concourse has quickly become a local
1:16,"icon, and it's great for your Instagram,"
1:18,too.
1:20,"Once here, your main options from the"
1:22,"airport are going to be renting a car,"
1:24,probably the best way to explore the
1:26,area. This isn't really a great city for
1:28,"public transport, if I'm being honest, a"
1:30,"ride share or taxi, or a hotel shuttle"
1:32,if you're staying nearby. And if you're
1:34,"heading into town for a cruise, Port"
1:36,"Tampa Bay is right next to downtown. So,"
1:38,you're just steps away from all the
1:40,action with lots of places to stay and
Transportation,things to do right there.
"Now, Tampa is unfortunately not one of",1:42
those cities that's really easy to get,1:44
around if you don't have a car. Some,1:46
"neighborhoods are kind of walkable, like",1:48
"downtown and Eore City, but a lot of the",1:50
"cool stuff is spread out, and the city",1:52
is pretty lacking when it comes to,1:55
public transportation. Here's a not so,1:56
fun fact. Tampa Bay is the second,1:59
largest metro area in the entire country,2:01
without any form of commuter rail. No,2:04
"light rail, no nothing. Detroit is",2:06
number one. That's something I really,2:09
wish we could do better around here. And,2:11
"yeah, there is the Tikol Line street car",2:13
"downtown, which is this little trolley",2:15
line that runs between downtown Tampa,2:17
and Eore City. And that is an option if,2:19
you're going to be down there in that,2:22
"area, but it's honestly more of a",2:23
novelty and it's not really meant for,2:25
serious commuting or getting around the,2:27
city at large. It's more of a cute,2:28
little tourist attraction that's fun to,2:30
"ride and fun to see rolling around town,",2:32
"but it is free though, absolutely free.",2:34
"So, that's pretty cool. And if you're",2:36
"driving, parking at meters or in parking",2:39
garages around town is surprisingly,2:41
reasonable. Compared to other big,2:43
"cities, it's really not that expensive",2:45
"to park around here. So, I honestly",2:46
can't complain too much about what,2:49
parking costs most of the time. If,2:50
you're parking near Amily Arena when,2:53
there's a lightning game or a concert,2:55
"happening, it might cost you a lot more.",2:56
3:00,Where to Stay
3:01,"So, let's talk about where you might"
3:04,want to stay. This city is made up of a
3:05,"bunch of different neighborhoods, each"
3:07,"with its own vibe, personality, and"
3:08,proximity to the stuff you'll actually
3:11,want to do. Downtown is relatively
3:13,"walkable, and it's near museums, the"
3:15,"Riverwalk, Amaly Arena, Sparkman Wararf,"
3:18,and the Cruise Port. It is a pretty safe
3:20,"downtown for the most part, but you"
3:21,"know, just use common sense like you"
3:24,"would anywhere else. And of course, your"
3:26,idea of walkable might be a lot
3:27,different than other people's in the
3:28,"middle of the summer when it's really,"
3:31,really hot out here. Downtown is going
3:33,"to be best for firsttime visitors,"
