timestamp,text
0:01,Transcript
0:03,Welcome back to my channel
0:06,"Mentioned sun, beach, bikini"
0:08,Which city do you think of?
0:10,The first thing I thought of was Miami
0:14,"But after this four-day trip to Miami,"
0:17,It turns out that this city is different from what I imagined
0:20,In addition to the stereotypes mentioned before
0:23,Miami has many different charming features
0:26,and unknown surprises hidden in every corner
0:27,Are you ready?
0:35,Travel with me!
0:38,We are driving from Orlando to Miami
0:53,The takes about 4 hour drive
0:56,"As you approach Miami, you can see a noticeable change in the scenery."
0:58,Palm trees and coconut trees on both sides
1:39,Full of tropical atmosphere
1:44,Arrive at our Airbnb
1:49,The room is clean and tidy
1:50,Fully equipped
1:52,All kinds of kitchen tools
1:54,"Pots, pans, knives and utensils, etc"
1:56,After a long drive
2:00,In addition to our earlier trip in Orlando visiting Universal Studios
2:03,We are too tired to go anywhere
2:05,Just relax at the Airbnb
2:13,and go to bed early
2:14,Fully charged the next day
2:26,We head straight to the beach
2:31,"Miami Beach is divided into three parts: North Beach, Mid Beach and South Beach."
2:35,"Among them, South Beach is the most popular one"
4:05,"Without further ado, let's enjoy the beautiful beach scenery!"
4:10,"After sunbathing, we come to Lincoln Rd Mall"
4:12,This is located in Miami Beach
4:15,It's a shopping area running east-west on Lincoln Road
4:18,A pioneer in pedestrian areas across the United States
4:20,There are about 200 shops and restaurants
4:23,Mostly mid-price brands
4:26,I am not enthusiastic in shopping
4:57,Just take a walk and enjoy the city view
5:00,Come to the famous Joe's Stone Crab
5:03,Stone crab is a specialty of Frieda
5:07,"Known for its large size, sweet meat and delicious taste"
5:12,Joe's is a century-old store with relatively expensive prices.
5:16,Ordering a few crab claws cost us $111
5:17,"With the price and fame,"
5:20,We are kind of disappointed
5:22,After lunch
5:24,We visit the Wynwood Wall
5:28,This is the largest collection of street art in the world
5:32,Every building on the block becomes a giant canvas
5:46,Presenting a variety of different styles of street art
5:52,We just want to chill out today. No busy itineraries
6:13,Walk back to the beach and get ready for a romantic sunset
6:14,The third day of the journey
6:19,We want to explore the vibrant and exotic side of the city
6:35,Head to downtown Miami first
6:48,Saw the cool MRT
6:50,Then we visit the Little Havana
6:53,Mostly Latinos in this area
6:56,Buidings and decorations are full of Cuban style
6:59,Even the air smells like Cuban cigars
7:02,With lively Latin music everywhere
7:06,This area is full of exotic atmosphere
7:26,I like it very much
7:29,Come to this popular Cuban restaurant
7:31,I didn’t expect the menu to be all in Spanish.
7:33,It turns out that Little Havana is Spanish speaking area
7:36,I did my best with my entry-level Spanish to order our foods
7:39,"Speaking of which, I want to give this restaurant five stars."
7:43,The appetizer is pulled pork with fried banana chips
7:46,Cuban sandwich is so yummy
7:49,"A small cup of coffee, sweet and rich in flavor"
7:51,The meal cost $30
7:54,Very satisfied
8:28,"Of course, can’t miss the Cuban cigar shop"
8:33,Try to pretend to be a tycoon and smoke a cigar.
8:37,Bought a box of cigars as a gift for a friend
8:39,Visit the popular Cuban ice cream shop
8:42,"Be sure to order their No. 1 selling flavor ""Abuela Maria"""
8:45,"Made of guava, cream cheese, and Marie biscuits"
8:48,Super delicious!!!
8:52,Then we strolled to Domino Park
9:02,There are many seniors playing dominoes inside
9:05,Having fun outside of the park
9:10,It's like one of our childhood games
9:13,Miami in the evening neon lights
9:55,Beautiful night views
9:57,Coming to the last day of the journey
10:00,We are in the mood to explore the nature
10:04,Everglades National Park is located in southern Florida
10:08,About 45-minute drive from Miami
10:11,"Covering an area of 6,106 square kilometers"
10:14,"One of the nation's largest park, ranked next to Yellowstone National Park"
10:18,This park is famous for its rich ecosystem
10:22,"Including freshwater swamps, coastal beaches"
10:25,"Saltwater swamps and beach grasslands, etc."
10:27,There are also many wild animals
10:30,"Including crocodiles, snapping turtles"
10:34,"Waterfowl, abundant fish and a variety of plants"
10:36,Taking an Airboat ride is quite an experience
10:58,Enjoy the park’s ecology and scenery
11:00,As the sunset slowly sets
11:02,The skyline is dyed warm orange
11:06,It's as if the whole sky is gently burning
11:11,Reflecting the black wetland creates a peaceful and mysterious atmosphere
11:13,In a sense of tranquility blended with nature
11:17,We have completed this unforgettable trip
11:18,If you like my video
11:22,"Please subscribe, like, and share"
English,See you next time!
